 ( EM ) pada Gausslan Mixture Model ( GMM ) dalam Pengelompokan Pasien Hipertensi";Nur Listya;D1A090006;III atau IV
3210;Pendanaan Program Pensiun Normal menggunakan metode Individual Level Preium dan Metode Constan Dollar;Bernadetta May Rebeka Pasaribu;D1A090019;III atau IV
3211;Prototipe Aplikasi untuk Diagnosa Perkembangan Balita menggunakan metode Fuzzy Sugeno;Firas Atqiya;D1A090039;III atau IV
3212;Sistem Dekteksi dan Klasifikasi Kanker Payudara Berbasis Pengolahan Citra Digital pada Citra Mammogram;Muhammad Rizqi Sholahuddin;D1A090040;III atau IV
3213;Peramalan Curah Hujan menggunakan Model. Vector Autoregressive Integrated ( VARI );Mohd Imam Adli;D1A090025;III atau IV
3214;Peramalan Produksi Garment menggunakan Metode Holt Exponential Smoothing dan Damped Trend Exponential Smoothing;Akhsani Taqwim;D1A090081;III atau IV
3215;Model Inventory Gabungan Vendor dan Buyer dengan Keadaan Backkorderder;Daniel Sudirman Ompusunggu;D1A090071;III atau IV
3216;Penerapan Model SpaceTime Autoregressive Intergrated ( STARI ) pada Data Curah Hujan;Maulidya Puspasari Utami;D1A090003;III atau IV
3217;Penilaian Harga Saham dengan menggunakan Metode Price Earning Ratio dan Metode Trinomial Dividend Discount Model;William Kanggo;D1A090032;III atau IV
3218;Penerapan Regresi Linear Berganda pada Perkembangan Jumlah Tabungan Bank Persero di Indonesia.;Elissetyani;D1A090048;III atau IV
3219;Analisis Faktor-Faktor yang mempengaruhi jumlah Kredit Investasi di Bank Umum Indonesia dengan Penerapan Metode Multiple Linear Regression Analysis;Muhama Nur Marwah;D1A090009;III atau IV
3220;Perbandingan Metode Counstant Percent of Salary dan Metode PUC dalam Perhitungan dana Pensiun untuk Pensiun Normal;Devi My Rahayu;D1A090020;III atau IV
3221;Pembagian Risiko dalam Perjanjian Excess of Loss berdasarkan CLAIM-BY-CLAIM pada Kasus Inflasi Klaim Deductibles;Ummu Hani;D1A090068;III atau IV
3222;Analisis Fakto - Faktor yang mempengaruhi Inflasi di Indonesia dengan menggunakan metode ERROR CORRECTION MODEL;Satriana Buana;D1A050049;III atau IV
3223;Analisis Variabel yang mempengaruhi Pergerakan Indeks Harga Saham Gabungan ( IHSG ) di Bursa Efek Indonesia dengan Metode STEPWISE;Mandila Ridha Agung;D1A080057;III atau IV
3224;Teknik Penyembunyian Pesan menggunakan Metode Least Significan Bit dan Enkripsi Rijndael ke dalam Format Audio;Ade Satria Pratama;D1A070078;III atau IV
3225;Representasi Barisan Kodon pada DNA ke dalam Bentuk Struktur Modul;Yurio Windiatmoko;D1A090057;III atau IV
3226;Pemetaan Topologi Jaringan IP menggunakan SNMP pada Jaringan Komputer Jurusan Matematika FMIPA UNPAD;Bagus Hariesandi;D1A060063;III atau IV
3227;Implementasi Text Mining untuk Pengklasifikasian Resensi Film menggunakan Metode NAIVE BAYES CKLASSIFIER;Nanda Diska Landro;D1A060072;III atau IV
3228;Deteksi Iris Mata untuk Sistem Keamanan menggunakan Metode HAMMING DISTANCE;Iqbal Dani Irawan;D1A070045;III atau IV
3229;Perancangan Aplikasi Software untuk menganalisis Sistem Pelayanan perbaikan mobil dengan Pemrograman C,;Ekky Rezky Kurniadi;D1A080018;III atau IV
3230;Analisis Dinamik dalam menyelesaikan masalah Polusi sekitar Danau;Rangga Wirawan;D1A090012;III atau IV
3231;Sistem Pakar Pendianogsa Penyakit Ginjal Berbasis Mobile;Kresna Isa Sekti;D1A070067;III atau IV
3232;Penentuan Epected Return Saham dengan menggunakan Elastisitas pada Capital Asset Pricing Model di Bursa Efek Indonesia;Reza Ramdhanis Achir;D1A090090;III atau IV
3233;Pengelompokkan Calon Penerima Beasiswa dengan Analisis Cluster;Irwan;D1A090054;III atau IV
3234;Implementasi SMS Gateway Pemesanan Sewa Lapangan Futsal dengan Microsoft Visual Studio 2012;Wisnu Bayu AJI;D1A010009;III atau IV
3235;Iplentasi RFID (Radio Freqwency Indetification) pada sistem pengolahan data di perpustakaan Jurusan Matematika FMIPA UNPAD;Afif Hilman Akmal;D1A 070053;III atau IV
3236;Analisis Jaringan Berbasis Multi Protocol Label Swtching pada layanan Video Straming;Gilang Tri Atmaja;D1A 070032;III atau IV
3237;Analisis Pengaruh IHSG. Inflasi. BI Rate dan Nilai Tukar Rupiah terhadap Fluktuasi harga saham Bank di Indonesia menggunakan Metode Regresi Linear Berganda;Yeremia Hrry Parulian;D1A100021;III atau IV
3238;Analisis Runtun Waktu Dta Ekspor Total Non-Migas menggunakan Metode Dekomposisi Multiplikatif;Nesa Aqila;D1A 100059;III atau IV
3239;Penaksiran Parameter Model VARX(2.1) dengan Metode Kuadrat terkecil serta penerapannya pada data saham dan Kurs Rupiah;Rizki Noviantri Nurfajri;D1A100014;III atau IV
3240;Analisis dan Prediksi Volatilitas Saham dg Kapitalisasi pasar terbesar di Bursa Efek Indonesi ( BEI ) menggunakan Garch;Dwi Jantie Elizabeth;D1A100058;III atau IV
3241;Penyajian Kode Genetika Standar Secara Aljabar dalam ruang Berdimensi Tiga;Nurul Ula Sayyidina Tunnisa;D1A100045;III atau IV
3242;Penerapan Model ARX Orde 1 pada Indeks Bursa Saham Asing dan Penaksiran Parameter dengan Metode Maximum Likelihood Estimation;Indah Pratiwi;D1A100060;III atau IV
3243;Penggunaan Perjanjian Reasuransi Timbal Balik ( Reciprocal Reinsurance Treaties ) dengan menggunakan Konsep Utilitas;Indra Dwi Putra;D1A090014;III atau IV
3244;Perhitungan Cadangan yang disesuikan pada Produk Asuransi Jiwa Endowment Semikontinu dng menggunakan metode Illinois dan Metode Canadian;Rizky Pradian Sukma;D1A090058;III atau IV
3245;Perbandingan Model AR dan  ARX  pada data Indeks harga saham gabungan dan Kurs Rupiah terhadap Dolar Amerika;Dany Aryanto;D1A0100079;III atau IV
3246;Kajian Solusi Persamaan Difewrensial Fuzzy secara Analitik dan Numerik;Dita Pramesti;D1A0100051;III atau IV
3247;Aplikasi Hierarchical  Clustering untuk mengelompokan data akademik Mahasiswa;Shabriandry Novanda Tandjung;D1A0090065;III atau IV
3248;Penerapan model Cross Variogram untuk Data Sumur Minyak Bumi;Rissa Azizah;D1A 090007;III atau IV
3249;Perencanaan Produksi susu dan penetapan harga produk olahan susu terhadap pasar;Yosep Danovan Sihombing;D1A 090075;III atau IV
3250;Perhitungan Premi Tahunan Asuransi Jiwa Berjangka untuk Status Gabungan menggunakan Hukum De MOIVRE;Elfa Azizah;D1A090042;III atau IV
3251;Penaksiran Parameter Model VEKTOR AUTOREGRESSIVE INTEGRATED ( VARI ) dengan metode Mile dan penerapannya pada data indeks Harga Konsumen;Dinda Ariska Wulandari;D1A0100026;III atau IV
3252;Menentukan Kuantitas Pemesanan Optimal dan Reorder Point dengan menggunakan model Q berdsarkan Ramalan Permintaan Beras;Yogi Musaddad;D1A0100068;III atau IV
3253;Hubungan antara turunan dan integral Fraksional;Khairunnisa Fadhilla Ramdhania;D1A0100007;III atau IV
3254;Model pertumbuhan Populasi PAUS Orcinus Orca menggunakan Matriks LEFKOVITCH;Melisa Wirmas;D1A0100073;III atau IV
3255;Sistem Pakar Pendeteksi perkembangan anak berbasis Mobile Android;Marisa Amalina P;D1A090066;III atau IV
3256;Perhitungan Cadangan yang Disesuaikan pada produk Asuransi Jiwa Endowment dengan metode COMMISSIONERS dan metode OHIO;Bakti Saiful Alam;D1A090013;III atau IV
3257;Kebijakan pengendalian persediaan dua produk berbeda pada kapasitas produksi terbatas serta inisiatif tim sales bersama menggunakan pendekatan sistem dinamik;Moch. Yudha Noviandhani;D1A0100031;III atau IV
3258;Implementasi Sistem Pakar Diagnona Penyakit Gigi dan Mulut menggunakan Metode FORWARD CHAINING;Radita Dwi Nastiti;D1A0100067;III atau IV
3259;Sistem Pengenalan Sistem Tulisan Tangan Aksara Sunda ke Aksara Latin menggunakan jaringan Syaraf Tiruan dengan Metode Backpropagation;Dewi  Lestari;D1A0100024;III atau IV
3260;Perluasan Ring hampir bersih dan sifat-sifatnya;Herlina Pratiwi Kusuma Ningrum;D1A0100010;III atau IV
3261;Model Optimisasi Portofolio menggunakam MEAN ABSOLUTE DEVIATION melalui pendekatan ACCEPTABILITY INDEX;Dadang Trisna Bong;D1A0100061;III atau IV
3262;Deteksi Kendaraan di jalan Raya berbasis Citra Digital dengan menggunakan metode KALMAN FILTER;Mohammad Iqbal Ihsanul Harfandi;D1A080072;III atau IV
3263;Kelas-kelas Mtriks Toeplitz Normal Tasrif;Viny Rizkiwati;D1A0100012;III atau IV
3264;Grupoid Ehresmann dan Grupoid Ehresmann-Baer Brandt;Devika Lestari;D1A0100084;III atau IV
3265;Analisis Kestabilan dan Kontrol Optimal pada maodel Eksplisit wabah Jamur Tanaman dengan Faktor Curative;Luthfi Nurul Putri;D1A0100013;III atau IV
3266;Model Pertumbuhan Spirulina Fusiformis dengan berbagai macam Cahaya;Insan Budiman Mahdar;D1A0100074;III atau IV
3267;Penggunaan Software GAP ( Group. Algorithm. and Programming ) dalam penentuan sifat-sifat Extending dan Lifting dari Grup Abel Hingga;Rinna Samra;D1A0100069;III atau IV
3268;Implementasi Augmented Reality dan GPS pada Sistem Aplikasi Pelestarian Budaya Sunda Berbasis Windows Phone;Septya Happytasari Supayadi;D1A0100005;III atau IV
3269;Penerapan Regresi Linear berganda pada BI Rate dan Suku Bunga Kredit rupiah Bank Umum di Indonesia menggunakan Metode Forward;Leni Marina;D1A0100036;III atau IV
3270;Penerapan Model Outoregresive Integrated Exogeneous ( Arix ( 1.1.1 ) terhadap data curah Hujan di sebuah Lokasi;Lita Cecillya;D1A0100016;III atau IV
3271;Model Matematika untuk Pengontrolan penyakit PNEUMONIA dengan menggunakan sistem Dinamik;Asril Irsadi;D1A0100015;III atau IV
3272;Model Optimisasi Perencanaan produksi Rantai Pasok Loop tertutup dengan tingkat permintaan dan pengembalian produk yang tidak tertu menggunakan metode WOLFE;Aris Prasetya;D1A0100080;III atau IV
3273;Pendeteksian dan Penjejakan Gerakan Pukulan Tangan pada Objek Statis;Giga Ahmad Rizki Jatmiko;D1A0100043;III atau IV
3274;Analisis Numerik Model Reduksi  Enzimatik pada Modifikasi Protein pada penyakit Alzheimer;Lutfitasari Ittaqulloh;D1A0100063;III atau IV
3275;Peramalan Harga Minyak Mentah Indonesia dengan Metode Linear satu Parameter Brown Exponential Smoothing dan Kuadratik Satu Parameter Brown  Exponential Smoothing;Dimas Aji Dewa Putra;D1A00959;III atau IV
3276;Model Multi Indeks dalam  menentukan Expected Return Saham di Bursa Efek Indonesia;Zakaria ARP;D1A070044;III atau IV
3277;Analisis Break Even Poin Serta Peramalan Volume Penjualan Semen menggunakan Metode Double Exponential Smoothing ( Studi Kasus: PT Semen Indonesia Tbk );Tanti Puspita Arum;D1A0100057;III atau IV
3278;Pengembangan dan Penerapan Model Inventori Value Based Order Quantity dengan keadaan Backorder ( Studi Kasus : CV Restu Bahari );Reza Pahlevi;D1A0100006;III atau IV
3279;"Implementasi Jaringan Syaraf Tiruan untuk menklasifikasi Diagnosis Penyakit Hipertensi   
dengan Metode Learning Vector Quantization";Muhammad Satrio Permana;D1A090056;III atau IV
3280;Analisis Perbandingan Nilai  Risiko Obligasi dengan menggunakan Metode VAR. Durasi. dan Konveksitas;Agis Muksin;D1A090096;III atau IV
3281;Perhitungan Dana Pensiun dengan Laju Transisi tak Konstan;Awalia Irmayanti;D1A070048;III atau IV
3282;Implementasi data mining untuk melihat pengaruh IPK dan lama Studi terhadap waktu tunggu sebelum bekerja;Lora Amalia;D1A070012;III atau IV
3283;Model Optimisasi Penjadwalan Mata Kuliah dengan Metode Hungarian ( Studi Kasus di Departen Matematika FMIP UNPAD );Marisa Yulistiana;D1A0100047;III atau IV
3284;Anlisis Hubungan Kausalitas antara Indeks Harga Saham Gabungan ( IHSD ) beberapa Perusahaan di Idonesia;Natasa Belladina;D1A0100056;III atau IV
3285;Pengendalian Robot ARM melalui Gelombang Pikiran menggunakan Mindplex dengan Metode Jaringan Syaraf Tiruan;M.Fayyad Abdul Abid Al-Bashari;D1A0100078;III atau IV
3286;Pengendalian Robot ARM menggunakan Deteksi Kepala melalui Kinect;Sahrul Abdul Aziz;D1A0100054;III atau IV
3287;Program Simulasi dan Analisis Sistem Pelayanan di Gerbang TOL dengan Bahasa Pemrograman Java ( Studi Kasus : Gerbang Tol Kopo Bandung );Rommy Setiawan;D1A080008;III atau IV
3288;Analisis pengaruh rasio keuangan terhadap dividend payout ratio pada perusahaan manufaktur yang terdaftar di Bursa Efek Indonesia;Rika Faridah;D1A 060073;III atau IV
3289;Pengendalian persediaan bahan baku Multi Item menggunakan Economic order Quantity (EOQ) dengan mempertimbangkan waktu kadaluarsa  dan faktor diskon dua Price Breaks;Yossy;D1A 090080;III atau IV
3290;Aplikasi SMS Gteway untk Sistem Informasi Tracking Mobil Dinas;Evan Yudha Satria;D1A 080002;III atau IV
3291;Analisis Kecepatan Eksekusi  Subquery dengan Multiple Levels of Nesting pada sistem Basis data;Kaizman Eka Putra;D1A70083;III atau IV
3292;Penerapan Metode Multiple Factor Aanalysis (MFA) dalm Mengindentfikasi Sarana dan prasarana di Departemen Matematika FMIPA UNPAD;Amanda Pradita Anggani;D1A 100019;III atau IV
3293;Sistem Informasi berbasis SMS Gateway pada Pendaftaran pasien Rumah sakit;Rendy Prayuda;D1A 080002;III atau IV
3294;Penerapan Analisis Diskriminan berganda terhadap perilaku mahasiswa yang menggunakan jasa Laundry ( Studi Kasus : Mahasiswa Departemen Matematika Unpad Angkata 2010-2012);Iis Jamillah;D1A 100033;III atau IV
3295;Kaitan antara perilaku belajar terhadap prestasi belajar murid SMP menggunakan analisis Korelasi kanonik ( Studi Kasus di SMPN I Sukasari Purwakarta Jawa Barat );Siti Kulsum;D1A100066;III atau IV
3296;Perancangan Sistem ResevasiTiket Travel Berbasis SMS Gateway & Website;Egytia Yattaqi;D1A100062;III atau IV
3297;Sistem Informasi Lingkungan Kampus Universitas Padjadjaran berbasis Augmented Reality pada Window Phone 8;Anthony Ricardo;D1A100053;III atau IV
3298;Indentifikasi Simbol menggunakan Kamera dengan metode template Machinguntuk menggerakkan Robot berbasis Raspberry PI;Muhammad Bayu Prabowo;D100072;III atau IV
3299;Perhitungan Conditional Value at Risk pada Portofolio Efisien di bawah Aset Liabilitas;Syntia Amelia;D1A 100041;III atau IV
3300;Analisis Kinerja Portofolio Saham Subsektor Bank dengan pengukur Sharpe. Treynor. Jensen dan Modigliani-Squqre ( M2);Aam Amelia;D1A100025;III atau IV
3301;Sistem absensi dengan pengenalan pola wajah menggunakan metode Backpropagation;Ardine Pakarti Yuniar;D1A100034;III atau IV
3302;Pemodelan Optimisasi Lokasi Fasilitas Kesehatan di Kabupaten Bandung Barat melalui Pendekatan Konsep Set Convering;Danu Dirgantara;D1A0070057;III atau IV
3303;Impementasi Algoritma Kriptografi Twofish sebagai alat Pengaman pada Web Berbasis E-COMMERCE;Detik Pristiana Warjaya;D1A080003;III atau IV
3304;Pemodelan Optimasi Operasional Waduk untuk produksi energi menggunakan linear programming;Fahmi Alminda;D1A010044;III atau IV
3305;Penerapan Model Vector Autoregressive Integrated with Exogenous pada Data Curah Hujan Dua Lokasi;Rizki Trisetyo;D1A0100085;III atau IV
3306;Rancang bangun Aplikasi Sistem Pendukung Keputusan Metode Topsis untuk Evaluasi Kinerja Keuangan Perusahaan Telekomunikasi di Bursa Efekk Indonesia;Andri Pasta;D1A1107016;III atau IV
3307;Analisis Ulang pada Sistem ERP di PT. Prata Mitra Sejati;Fahmi Kautsar;D1A050012;III atau IV
3308;Perhitungan cadangan Premi menggunakan metode Fackler dan Zillmer pada asuransi jiwa dwiguna;Lucia Kartika Dewani;D1A 011029;III atau IV
3309;Perhitungan Cadangan yang Disesuaikan dengan Metode New Jersey pada Asuransi Jiwa Berjangka;Irfani Aziz;D1A 011006;III atau IV
3310;Pengendalian Robot Beroda dengan Menggunakan Sistem Deteksi Wajah (Face Detection) Berbasis Anroid;Yenni Dwi Ariyani;D1A0110046;III atau IV
3311;Solusi Optimal Model Optimasi Robust untuk Masalah Strategi Vaksinasi dengan Beberapa Rumah Tangga dalam Suatu Komunitas Menggunakan CVX dan Mosek;Siti Nur Aprilliani;D1A0110049;III atau IV
3312;Kajian Determinan dan Invers Suatu Matriks Toeplitz Sirkulan Berordo n (n lebih besar atau sama dengan 2) serta Aplikasinya dalam Analisis Input-Output;Wafa Samrotul Puad;D1A0110029;III atau IV
3313;Ekstraksi Citra Digital Mata untuk Mendeteksi Mata Katarak Menggunakan Matlab;Anggi Muflihah;D1A0110002;III atau IV
3314;Penerapan Model Ari(p.d) pada Data Curah Hujan;Tirta Karunia;D1A0080031;III atau IV
3315;Pengendalian Robot Beroda Melalui Gelombang Otak Menggunakan Mindflex dengan Jaringan Syaraf Tiruan;Lany Rahmawati;D1A0110050;III atau IV
3316;Pendeteksian Gerakan Sederhana pada Manusia Menggunakan Kinect;Nurul Hanifa;D1A0100008;III atau IV
3317;Purwarupa Augmented Reality pada Perangkat  bergerak dengan studi kasus lingkungan kampus universitas padjadjaran;Endla Nurhikmah;D0A100064;III atau IV
3318;Prediksi Indeks polutan pada dataran banjir sungai Meuse menggunakan Metod e Ordinary Blok Kriging denan R;Muhammad Farhan Ilhamy;D1A0110020;III atau IV
3319;Implementasi Text  Mining menggunakan metode NAIVE BAYES pada    klasifikasi Konten berita Berbasis web;Satriana Dwi Kusuma;D1A0090074;III atau IV
3320;Pengembangan dan penerapan model EOQ dengan variasi Holding Cost dalam keadaan Backorder;Ian Rizkita  Fathoni;D1A0100048;III atau IV
3321;Optimisasi pelaksanaan Proyek dengan Metode CPM. PERT dan CRASHING PROGRAM ( Studi Kasus : Pembangunan Empat Unit Gudang PT. Krakatau Industrial Estate Cilegon );Dina Elizabeth T.;D1A 100042;III atau IV
3322;Analisis Perbandingan Nilai sekarang Aktuaria dari anuitas hidup kontinu dengan suku bunga konstan dan model suku bunga stokastik;Fitty Hilda Novita Nasution;D1A 110016;III atau IV
3323;Program aplikasi E-COMMERCE FACTORY OUTLET menggunakan Microsoft Webmatrix 3 dan Database SQL server 2012;Ali Muhamad Saputra;D1A100020;III atau IV
3324;Penerapan R untuk Prediksi Indeks Polutan dataran banjir sungai meuse menggunakan metode ordinary point kriging;Bagus Febriantyo P;D1A110063;III atau IV
3325;Fungsi Pembangkit Peluang pada peristiwa Pelemparan koin dwngan menggunakan pohon keadaan;Rizki Aulia;D1A110047;III atau IV
3326;Kajian Model Epidemi Deterministik Stokastik;Dewi Risnawaty;D1A050053;III atau IV
3327;Perbandingan dan Penentuan Model Time  Series dan Model  CAUSAL pada Tingkat Konsumsi Energi panas Bumi ( Geothermal );Elwin Yungly Simanullang;D1A0100082;III atau IV
3328;Penyelesaian Model Optimisasi untuk Masalah Pooling pada Kilang Minyak secara Analisis dan Numerik;Fany Wresti Buana Putri;D1A110014;III atau IV
3329;Penyerapan Regresi Ridge dengan Estimator James-Stein pada data Multicolinearitas;Mia Lutfiah;D1A110013;III atau IV
3330;Pemetaan Persepsi Operator Seluler dengan menggunakan Analisis Korespondensi Berganda ( Studi Kasus Mahasiswa di program Studi S-1 Matematika FMIPA Unpad );Yolanda Rahmi Safitri;D1A110017;III atau IV
3331;Penyajian Kode Genetik Standar secara Aljabar dalam ruang Berdimensi enam;Riyan Adriyansyah;D1A110034;III atau IV
3332;Analisis Perbandingan Value at Risk dengan metode Variansi - Kovariansi. metode simulasi Monte Carlo. dan metode simulasi Historis pada data Saham Perusahaan Asuransi;Rizki Nadiari;D1A010071;III atau IV
3333;Ektraksi Fitur Citra Kulit untuk Mendeteksi Gejala Awal Melanoma Nonmelanoma menggunakan Smartphone;Ayi Wahyudin;D1A100040;III atau IV
3334;Artificial Nose menggunakan Jaringan syaraf tiruan untuk mendeteksi Asap Rokok;Halim Refra;D1A100018;III atau IV
3335;Penerapan Metode Simple Kriging untk Prekdiksi data Kadmium menggunakan GSTAT-R;Herista Winangi;D1A110010;III atau IV
3336;Penerapan Program GSTAT-R untuk Prediksi Kadar Abu Batubara di Lokasi tidak tersampel dengan Metode Universal Kriging;Annisa Nur Falah;D1A100077;III atau IV
3337;Perbandingan Estimasi Regresi Kernel dengan Estimasi Regresi Polinomial Lokal melalui sampling dua tahap dalam regresi non parametrik;Lenny Maria Debora Pakpahan;D1A110015;III atau IV
3338;Aplikasi Perangkat Lunak Untuk Pertumbuhan Sel Tumor Dengan Metode Kuasi-Stokastik;Tiwi Movita Fitriana;D1A080051;III atau IV
3339;Aplikasi K-MEANS Dan FUZZY C-MEANS CLUSTERING Untuk Mengelompokan Data Mahasiswa FMIPA UPAD;Bagus Kharismawan;D1A090031;III atau IV
3340;Pengembangan Perangkat Lunak Peramalan dan Aplikasinya dalam MSY Untuk Model Pertumbuhan SIGMOID Pada Permasalahan Industri Perikanan;Agung Pre Ramadhan;D1A110018;III atau IV
3341;Perhitungan Kredibilitas Premi Menggunakan Model  Hachemaister dengan Taksiran Nonparametrik;Yani Suryani;D1A.110002;III atau IV
3342;Estimasi Cadangan Klaim OUTSTANDING dengan Metode Bayesian;Annisa Nur Fauziah;D1A0110004;III atau IV
3343;Model Dinamik Strategi Dots Dalam Pengendalian Penyakit Tuberkulosis;Islami Nur Fithriati;D1A0110027;III atau IV
3344;Perbandingan Antara Model Garch dan Egarch Terhadap Keluarga Model Arma dan Arima dalam Memprediksi Perubahan Indeks Harga Saham Gabungan (IHSG);Reza Fedriansyah;D1A080085;III atau IV
3345;Analisis Korespondensi dengan SUPPLEMENTARY COLUMN untuk Pemetaan Merektelepon Seluler Berdasarkan Faktor-Faktor Yang Mempengaruhinya;Husnul Chotimah;D1A0110037;III atau IV
3346;Aplikasi Model Persamaan Struktural pada Kualitas Layanan Perpustakaan;Ruby Larasati;D1A0110028;III atau IV
3347;Simulasi Penjadwalan Pegawai Menggunakan Teknik INTEGER LINEAR PROGRAMMING;Agnes Sondita Payani;D1A0110019;III atau IV
3348;Speech Recognition dan Skeleton Tracking pada Kinect Sebagai Sensor Input untuk Penggerak Robot Tong Sampah;Muhamad Indra Kusmana;D1A0110023;III atau IV
3349;Robot Penjejak Objek 3D Menggunakan Sensor Kinect;Karli Eka Setiawan;D1A0110070;III atau IV
3350;Analisis Time Series Untuk Prediksi Saham Dengan Metode AR-ARCH;Rezqi Azhalie;D1A0110008;III atau IV
3351;Penerapan Distribusi Stasioner Rantai Markov Untuk Deskripsi Fluktuasi Data Saham;Chintia Cahya Agusta;D1A0110003;III atau IV
3352;Analisis Konser Musik pada Model Matematika HIT PHENOMENON dengan menggunakan sistem Dinamik;Debora Tiur Riana;D1A0110026;III atau IV
3353;Pediksi Trend Risiko Usia Lanjut dengan Value at Risk ( VaR ) sebagai kerangka Dasar dalam Asuransi Jiwa;Rahmat Dwi Septian;D1A0110054;III atau IV
3354;Penerapan Regresi Robust dengan menggunakan Estimasi-M pada Data Pencila;Anti Andyani;D1A 011003;III atau IV
3355;Simulasi Markov Chain Monte Carlo untuk Estimasi Kecepatan Angin;Lestari Sholihat;D1A0110007;III atau IV
3356;Model Optimisasi Linear Integer untuk Cutting Stock Problem (CSP) dan Penyelesaiannya menggunakan metode Branch-and-Bound serta kajian Analisis Sensitivitasnya;Yuliani;D1A0110045;III atau IV
3357;Vaksinasi pada Model penyakit Demam Berdarah dengan kelas Asimtomatik dan Simtomatik;Syifa Khairani;D1A0110042;III atau IV
3358;Penentuan Solusi Optimal pada masalah sistem Distribusi air tak tentu dengan menggunakan Adjustable Robust Counterpart;Putri Dwi Yuniar;D1A0110039;III atau IV
3359;Perbandingan Metode Box-Jenkins dan Metode Holt dalam memprediksi Kadar Emisi CO2 di Indonesia;Lewie Pradana Putra;D1A0100037;III atau IV
3360;Penentuan Syarat Kestabilan Model Generator Sinkron Magnet Permanen Dan Rasio DC/DC Converter pada Turbin Angin;Bagja Sumerat;D1A0110024;III atau IV
3361;Metode Ridge Path Analysis  Dalam Mengatasi Masalah Multikolinearitas;Alfi Rahmi;D1A0110041;III atau IV
3362;Penerapan Metode Directed Ridge Regression Untuk Mengatasi Masalah Multikolinearitis;Dian Dionika;D1A0110011;III atau IV
3363;Solusi Optimal Untuk Masalah Pemilihan Investasi Minyak Dan Gas Dengan Pendekatan Risk Adjusted Value;Nurkamilah Denasari;D1A0110056;III atau IV
3364;Perencanaan Kapasitas Kinerja Mail Server Rumah Sakit Menggunakan Model Open Queueing Network M/M/1;Nugroho Akbar Effendi;D1A0080014;III atau IV
3365;Estimasi Value-at-risk Return Portofolio Saham Blue Chips Menggunakan Metode Copula;Wolgy Raflinaldo;D1A0110035;III atau IV
3366;Perhitungan Premi Bersih Menggunakan Metode Probabilistik dan Metode Komutasi Pada Asuransi Jiwa Berjangka;Sekar Deatama;D1A0110030;III atau IV
3367;Perbandingan Metode Individual Level Premium dan Metode Projected Unit Credit dalam Perhitungan dana Pensiun Untuk Pensiun Normal;Ahmad Fuad;D1A0110025;III atau IV
3368;Optimisasi dan Simulasi Rantai Pasok Pada Industri Pengolah Air (Studi Kasus: PT: Krkatau Tirta Industri);Adi Purnama;D1A0100032;III atau IV
3369;Perbandingan Value At Risk Parametrik dengan Value At Risk Deret Waktu;Ravenala Aryza Sativa;D1A0100083;III atau IV
3370;Implementasi Optimisasi Robust pada penyelesaian Traveling Salesman Problem menggunakan pendekatan Box Uncertainty dengan Metode Branch and Bound;Poppy Amriyati;D1A0110022;III atau IV
3371;Pengaruh fakto-faktor hasil akreditasi sekolah terhadap Nilai Mutu Ujian Nasional ( UN ) dengan menggunakan metode Analisia Regresi Linier Berganda;Faza Fahamsyah;D1A 080022;III atau IV
3372;Pengenalan Ekspresi Wajah sebagai komponen interaksi manusia dan komputer pada social signal processing;Mayanatela Putri;D1A 011012;III atau IV
3373;Analisis Model Pelayanan Pengesahan STNK (Studi kasus : SAMSAT kota Bekasi);Adam Primananda Putra;D1A100022;III atau IV
3374;Penerapan Algoritma F-AHP (Fuzzy Analytical Hierarchy Process);Muhammad Wildan Abdul Hakim;D1A090072;III atau IV
3375;Perhitungan resiko reasuransi dengan metode Quota Share dan Excess of Loss;Amanda Meisa Putri;D1A110033;III atau IV
3376;Analisis Faktor konfirmatori dalam kasus mengetahui kesadaran pendaki dalam mendaki gunung Gede-Pangrango;Muhamad Irfan Maulana;D1A100011;III atau IV
3377;Penggunaan model suku bunga vasicek dalam perhitungan premi asuransi jiwa dwiguna;Indri Suryani;D1A110038;III atau IV
3378;Penerapan metode cokriging untuk prediksi porositas;Fitri Suhanda;D1A010065;III atau IV
3379;Analisi perbandingan cadangan yang sesuaikan untuk metode illinois dan new jersey pada asuransi jiwa berjangka berpasangan;Fauziah Akbar Sayudin;D1A110055;III atau IV
3380;Desain dan analisis keamanan sistem WEB dengan intrusion detection system;Angga Pranayuda Hertiadi;D1A110006;III atau IV
3381;Perencanaan Produksi di Industri Susu dengan integer linier programming dan analisis sensitivitas;Muhammad Fauzan Radhina;D1A110032;III atau IV
3382;Model Optimasi Portofolio Menggunakan Teknik pemograman kuadratik;Endah Puspa Dewi;D1A120076;III atau IV
3383;Persepsi mahasiswa terhadap merk produk coklat menggunakan penskalaan multidimensi dengan teknik pemetaan preferensi eksternal (studi kasus terhadap mahasiswa program studi S-1 Matematika FMIPA Unpad);Novia Widyastuti;D1A110062;III atau IV
3384;Prediksi Ekspektasi return dan resiko lima saham yang diperdagangkan di BEI;Bayu Anggoro;D1A060014;III atau IV
3385;Aplikasi Value at risk (VAR) Untuk analisis solvensi II dalam bisnis asuransi;Harry Adi Pratama;D1A110005;III atau IV
3386;Analisis proportional hazard cox dalam model survival dengan pendekatan bayesian;Isna Dewiyana;D1A110001;III atau IV
